old_path,disposition,new_path,rationale,owner,consumers
.agents/AGENT-INSTRUCTIONS.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.claude/agents/implementer.md; .claude/agents/orchestrator.md; .github/agents/implementer.agent.md; .github/agents/orchestrator.agent.md; evals/implementer-spike/runs/20260528T055856Z-7562dce2/runs.jsonl
.agents/AGENT-SYSTEM.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.agents/AGENT-INSTRUCTIONS.md; .github/copilot-instructions.md; scripts/test_selection/path_policy.yml; tests/test_agent_role_metadata_migration.py
.agents/AGENTS.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,tests/validation/test_session_log_optional.py
.agents/CLAUDE.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.claude/agents/implementer.md; .github/agents/implementer.agent.md; evals/reviewer-asymmetry-spike/runs/final.json; src/claude/agents/implementer.md; src/copilot-cli/agents/implementer.agent.md
.agents/README.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,tests/skills/test/test_dx_trigger.py; tests/validation/test_session_log_optional.py
.agents/archive/session/2025-12-21-session-57-pr-141.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-57-pr-206-comment-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-57-pr-222-review-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-57-pr199-quality-gate-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-57-pr201-review-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-58-pr-141.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-58-pr-53-review-thread-resolution.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-58-pr199-implementation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-59-pr-53-merge-resolution.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-60-pr-53-follow-up-acknowledgments.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-61-pr-223-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-21-session-61-slash-command-skills.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-01-pr235-skillbook.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-58-pr-206-comment-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-62-handoff-merge-conflict-resolution.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-62-pr199-validation-fix.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-63-adr-014-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-63-guardrails-critique.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-64-guardrails-premortem.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-64-pr-242-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-64-pr-automation-devops-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-64a-guardrails-task-validation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-65-adr-015-reconciliation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-65-guardrails-analyst-critique.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-65-pr-255-learnings.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-66-guardrails-explainer-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-66-meta-skills-extraction.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-66-pr-255-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-67-generate-skills-refactoring.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-67-guardrails-synthesis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-67-pr-249-review-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-68-generate-skills-testing.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-68-guardrails-implementation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-68-pr-249-comment-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-69-pr-249-p2-fixes.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-70-pr-256-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-71-pr-249-completion.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-72-pr-249-retrospective.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-73-skillbook-pr-249.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-74-pr-249-new-comments.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-75-coderabbit-improvement.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-76-pr-249-review-continuation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-77-pr-249-implementation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-78-pr-249-complete.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-22-session-79-pr-268-review-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-62-adr-017-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-62-ai-quality-gate-failure-patterns.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-62-velocity-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-63-pr199-comment-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-64-pre-pr-validation-workflow.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-69-pr-255-review-continuation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-69-test-organization.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-80-autonomous-pr-monitoring-retrospective.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-80-copilot-synthesis-fix.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-80-pwsh-performance-strategic-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-81-copilot-synthesis-investigation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-81-github-mcp-architecture-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-81-pr-255-copilot-security-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-82-copilot-synthesis-branch-issue.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-82-pr-235-review-responses.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-82-pr-285-comment-response.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-83-adr-017-quantitative-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-83-pr-296-comment-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-84-pr-296-continuation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-84-pr308-review-comments.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-85-pr-310-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-85-pr-315-post-merge-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-85-stale-pr-triage.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-85-velocity-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-017-architect-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-017-critic-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-017-debate.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-017-independent-thinker-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-017-security-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-adr-020-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-pr-review-improvements-implementation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-86-workflow-validation-research.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-adr-017-analyst-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-architect-adr-017-convergence.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-bot-config-noise-reduction.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-issue-325-shift-left-validation-runner.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-issue-328-retry-logic.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-87-pr-branch-updates.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-88-independent-thinker-adr-017-convergence.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-89-adr-017-prerequisites.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-23-session-90-adr-debate-clarification.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-01-failure-categorization.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-02-copilot-directive-docs.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-03-stuck-prs-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-04-issue-357-aggregation-rca.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-04-pr-255-review-comments.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/session/2025-12-24-session-04-pr-queue-clearance.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
